Date,Store,Series,UnitsSold,UnitPrice,SalesAmount
2024/1/21,Miami,KD,20,136.74,2734.8
2024/1/21,Miami,Kyrie,3,130.66,391.98
2024/1/22,New York,Luka,16,129.01,2064.16
2024/1/22,New York,Jordan,3,149.42,448.26
2024/1/22,New York,LeBron,0,147.52,0
2024/1/22,New York,KD,7,130.78,915.46
2024/1/22,New York,Kyrie,20,116.26,2325.2
2024/1/22,Los Angeles,Luka,3,125.25,375.75
2024/1/22,Los Angeles,Jordan,14,144.82,2027.48
2024/1/22,Los Angeles,LeBron,15,131.64,1974.6
2024/1/22,Los Angeles,KD,10,123.47,1234.7
2024/1/22,Los Angeles,Kyrie,0,133.26,0
2024/1/22,Chicago,Luka,3,113.97,341.91
2024/1/22,Chicago,Jordan,1,142.48,142.48
2024/1/22,Chicago,LeBron,11,131.12,1442.32
2024/1/22,Chicago,KD,20,128.02,2560.4
2024/1/22,Chicago,Kyrie,20,118.58,2371.6
2024/1/22,Houston,Luka,11,125.57,1381.27
2024/1/22,Houston,Jordan,6,144.66,867.96
2024/1/22,Houston,LeBron,12,144.05,1728.6
2024/1/22,Houston,KD,1,134.45,134.45
2024/1/22,Houston,Kyrie,18,128.91,2320.38
2024/1/22,Miami,Luka,6,125.06,750.36
2024/1/22,Miami,Jordan,10,151.44,1514.4
2024/1/22,Miami,LeBron,11,132.95,1462.45
2024/1/22,Miami,KD,2,121.6,243.2
2024/1/22,Miami,Kyrie,15,129.09,1936.35
2024/1/23,New York,Luka,2,126.64,253.28
2024/1/23,New York,Jordan,14,143.3,2006.2
2024/1/23,New York,LeBron,12,139.98,1679.76
2024/1/23,New York,KD,5,136.74,683.7
2024/1/23,New York,Kyrie,20,117.25,2345
2024/1/23,Los Angeles,Luka,12,115.56,1386.72
2024/1/23,Los Angeles,Jordan,5,158,790
2024/1/23,Los Angeles,LeBron,1,142.65,142.65
2024/1/23,Los Angeles,KD,9,123.82,1114.38
2024/1/23,Los Angeles,Kyrie,6,129.43,776.58
2024/1/23,Chicago,Luka,11,111.53,1226.83
2024/1/23,Chicago,Jordan,2,152.02,304.04
2024/1/23,Chicago,LeBron,11,136.73,1504.03
2024/1/23,Chicago,KD,3,120,360
2024/1/23,Chicago,Kyrie,6,128.68,772.08
2024/1/23,Houston,Luka,7,113.48,794.36
2024/1/23,Houston,Jordan,1,146.25,146.25
2024/1/23,Houston,LeBron,17,132.77,2257.09
2024/1/23,Houston,KD,6,126.76,760.56
2024/1/23,Houston,Kyrie,10,129.69,1296.9
2024/1/23,Miami,Luka,5,129.07,645.35
2024/1/23,Miami,Jordan,19,152.04,2888.76
2024/1/23,Miami,LeBron,20,131.03,2620.6
2024/1/23,Miami,KD,13,122.66,1594.58
2024/1/23,Miami,Kyrie,0,121.42,0
2024/1/24,New York,Luka,17,122,2074
2024/1/24,New York,Jordan,0,157.53,0
2024/1/24,New York,LeBron,7,135.08,945.56
2024/1/24,New York,KD,20,139.22,2784.4
2024/1/24,New York,Kyrie,2,130.95,261.9
2024/1/24,Los Angeles,Luka,12,129.65,1555.8
2024/1/24,Los Angeles,Jordan,11,152.46,1677.06
2024/1/24,Los Angeles,LeBron,12,132.66,1591.92
2024/1/24,Los Angeles,KD,1,120.58,120.58
2024/1/24,Los Angeles,Kyrie,0,129.28,0
2024/1/24,Chicago,Luka,12,110.84,1330.08
2024/1/24,Chicago,Jordan,16,151.98,2431.68
2024/1/24,Chicago,LeBron,1,130.7,130.7
2024/1/24,Chicago,KD,14,137.53,1925.42
2024/1/24,Chicago,Kyrie,4,120.65,482.6
2024/1/24,Houston,Luka,3,116.72,350.16
2024/1/24,Houston,Jordan,15,141.12,2116.8
2024/1/24,Houston,LeBron,12,146.67,1760.04
2024/1/24,Houston,KD,17,130.83,2224.11
2024/1/24,Houston,Kyrie,1,119.2,119.2
2024/1/24,Miami,Luka,6,123.89,743.34
2024/1/24,Miami,Jordan,9,145.98,1313.82
2024/1/24,Miami,LeBron,6,135.42,812.52
2024/1/24,Miami,KD,7,121.91,853.37
2024/1/24,Miami,Kyrie,13,119.17,1549.21
2024/1/25,New York,Luka,5,119.77,598.85
2024/1/25,New York,Jordan,7,149.27,1044.89
2024/1/25,New York,LeBron,9,148.96,1340.64
2024/1/25,New York,KD,13,126.29,1641.77
2024/1/25,New York,Kyrie,20,116.35,2327
2024/1/25,Los Angeles,Luka,19,119.72,2274.68
2024/1/25,Los Angeles,Jordan,5,145.69,728.45
2024/1/25,Los Angeles,LeBron,6,147.32,883.92
2024/1/25,Los Angeles,KD,6,134.15,804.9
2024/1/25,Los Angeles,Kyrie,15,120.81,1812.15
2024/1/25,Chicago,Luka,14,125.87,1762.18
2024/1/25,Chicago,Jordan,12,146.77,1761.24
2024/1/25,Chicago,LeBron,0,141.59,0
2024/1/25,Chicago,KD,17,124.39,2114.63
2024/1/25,Chicago,Kyrie,15,132.88,1993.2
2024/1/25,Houston,Luka,19,114.55,2176.45
2024/1/25,Houston,Jordan,6,143.15,858.9
2024/1/25,Houston,LeBron,0,142.4,0
2024/1/25,Houston,KD,7,121.77,852.39
2024/1/25,Houston,Kyrie,15,124.68,1870.2
2024/1/25,Miami,Luka,11,124.94,1374.34
2024/1/25,Miami,Jordan,12,144.09,1729.08
2024/1/25,Miami,LeBron,5,140.77,703.85
2024/1/25,Miami,KD,2,139.93,279.86
2024/1/25,Miami,Kyrie,20,126.78,2535.6
2024/1/26,New York,Luka,9,129.67,1167.03
2024/1/26,New York,Jordan,9,140.01,1260.09
2024/1/26,New York,LeBron,18,141.22,2541.96
2024/1/26,New York,KD,7,135.88,951.16
2024/1/26,New York,Kyrie,2,131.17,262.34
2024/1/26,Los Angeles,Luka,3,119.84,359.52
2024/1/26,Los Angeles,Jordan,2,140.9,281.8
2024/1/26,Los Angeles,LeBron,4,137.47,549.88
2024/1/26,Los Angeles,KD,9,120.32,1082.88
2024/1/26,Los Angeles,Kyrie,7,125.15,876.05
2024/1/26,Chicago,Luka,11,127.27,1399.97
2024/1/26,Chicago,Jordan,2,149.74,299.48
2024/1/26,Chicago,LeBron,0,141.17,0
2024/1/26,Chicago,KD,14,136.86,1916.04
2024/1/26,Chicago,Kyrie,15,132.35,1985.25
2024/1/26,Houston,Luka,11,112.13,1233.43
2024/1/26,Houston,Jordan,1,155.58,155.58
2024/1/26,Houston,LeBron,9,132.14,1189.26
2024/1/26,Houston,KD,6,135.24,811.44
2024/1/26,Houston,Kyrie,7,120.82,845.74
2024/1/26,Miami,Luka,3,127.87,383.61
2024/1/26,Miami,Jordan,15,143.72,2155.8
2024/1/26,Miami,LeBron,18,149.72,2694.96
2024/1/26,Miami,KD,5,120.17,600.85
2024/1/26,Miami,Kyrie,12,116.86,1402.32
2024/1/27,New York,Luka,2,125.62,251.24
2024/1/27,New York,Jordan,3,151.74,455.22
2024/1/27,New York,LeBron,7,145.89,1021.23
2024/1/27,New York,KD,6,122.68,736.08
2024/1/27,New York,Kyrie,4,126.99,507.96
2024/1/27,Los Angeles,Luka,19,117.94,2240.86
2024/1/27,Los Angeles,Jordan,6,159.39,956.34
2024/1/27,Los Angeles,LeBron,1,133.14,133.14
2024/1/27,Los Angeles,KD,4,131.99,527.96
2024/1/27,Los Angeles,Kyrie,7,119.26,834.82
2024/1/27,Chicago,Luka,3,113.1,339.3
2024/1/27,Chicago,Jordan,11,149.46,1644.06
2024/1/27,Chicago,LeBron,2,147.89,295.78
2024/1/27,Chicago,KD,20,136.19,2723.8
2024/1/27,Chicago,Kyrie,0,119.4,0
2024/1/27,Houston,Luka,18,124.81,2246.58
2024/1/27,Houston,Jordan,19,141.85,2695.15
2024/1/27,Houston,LeBron,14,142.92,2000.88
2024/1/27,Houston,KD,4,126.3,505.2
2024/1/27,Houston,Kyrie,15,129.99,1949.85
2024/1/27,Miami,Luka,5,115.92,579.6
2024/1/27,Miami,Jordan,14,140.78,1970.92
2024/1/27,Miami,LeBron,18,131.34,2364.12
2024/1/27,Miami,KD,12,120.54,1446.48
2024/1/27,Miami,Kyrie,16,134.2,2147.2
2024/1/28,New York,Luka,6,122.28,733.68
2024/1/28,New York,Jordan,1,150.6,150.6
2024/1/28,New York,LeBron,19,135.04,2565.76
2024/1/28,New York,KD,5,120.52,602.6
2024/1/28,New York,Kyrie,20,131.67,2633.4
2024/1/28,Los Angeles,Luka,19,110.57,2100.83
2024/1/28,Los Angeles,Jordan,0,149.03,0
2024/1/28,Los Angeles,LeBron,20,134.64,2692.8
2024/1/28,Los Angeles,KD,18,138.02,2484.36
2024/1/28,Los Angeles,Kyrie,10,133.83,1338.3
2024/1/28,Chicago,Luka,8,120.36,962.88
2024/1/28,Chicago,Jordan,3,146.99,440.97
2024/1/28,Chicago,LeBron,20,149.56,2991.2
2024/1/28,Chicago,KD,11,135.02,1485.22
2024/1/28,Chicago,Kyrie,12,124.12,1489.44
2024/1/28,Houston,Luka,19,122.64,2330.16
2024/1/28,Houston,Jordan,2,143.26,286.52
2024/1/28,Houston,LeBron,19,141.31,2684.89
2024/1/28,Houston,KD,20,129.65,2593
2024/1/28,Houston,Kyrie,11,128.62,1414.82
2024/1/28,Miami,Luka,1,129.89,129.89
2024/1/28,Miami,Jordan,18,152.91,2752.38
2024/1/28,Miami,LeBron,18,141.15,2540.7
2024/1/28,Miami,KD,10,137.67,1376.7
2024/1/28,Miami,Kyrie,9,127.29,1145.61
2024/1/29,New York,Luka,8,112.33,898.64
2024/1/29,New York,Jordan,8,141.47,1131.76
2024/1/29,New York,LeBron,20,131.26,2625.2
2024/1/29,New York,KD,18,131.36,2364.48
2024/1/29,New York,Kyrie,18,123.45,2222.1
2024/1/29,Los Angeles,Luka,6,110.16,660.96
2024/1/29,Los Angeles,Jordan,13,159.5,2073.5
2024/1/29,Los Angeles,LeBron,20,147.64,2952.8
2024/1/29,Los Angeles,KD,11,121.76,1339.36
2024/1/29,Los Angeles,Kyrie,19,134.95,2564.05
2024/1/29,Chicago,Luka,7,123.63,865.41
2024/1/29,Chicago,Jordan,19,140.66,2672.54
2024/1/29,Chicago,LeBron,5,135.37,676.85
2024/1/29,Chicago,KD,1,124.61,124.61
2024/1/29,Chicago,Kyrie,0,125.08,0
2024/1/29,Houston,Luka,0,125.92,0
2024/1/29,Houston,Jordan,10,153.37,1533.7
2024/1/29,Houston,LeBron,1,131.74,131.74
2024/1/29,Houston,KD,6,124.53,747.18
2024/1/29,Houston,Kyrie,2,126.33,252.66
2024/1/29,Miami,Luka,11,114.05,1254.55
2024/1/29,Miami,Jordan,0,141.96,0
2024/1/29,Miami,LeBron,7,134.88,944.16
2024/1/29,Miami,KD,3,127.22,381.66
2024/1/29,Miami,Kyrie,12,125.68,1508.16
2024/1/30,New York,Luka,10,121.5,1215
2024/1/30,New York,Jordan,20,149.27,2985.4
2024/1/30,New York,LeBron,4,147.94,591.76
2024/1/30,New York,KD,0,120.68,0
2024/1/30,New York,Kyrie,11,134.08,1474.88
2024/1/30,Los Angeles,Luka,19,126.11,2396.09
2024/1/30,Los Angeles,Jordan,15,141.66,2124.9
2024/1/30,Los Angeles,LeBron,18,130.94,2356.92
2024/1/30,Los Angeles,KD,17,135.04,2295.68
2024/1/30,Los Angeles,Kyrie,18,119.9,2158.2
2024/1/30,Chicago,Luka,10,118.03,1180.3
2024/1/30,Chicago,Jordan,3,154.43,463.29
2024/1/30,Chicago,LeBron,13,143.92,1870.96
2024/1/30,Chicago,KD,3,123.94,371.82
2024/1/30,Chicago,Kyrie,13,117.65,1529.45
2024/1/30,Houston,Luka,0,111.27,0
2024/1/30,Houston,Jordan,19,152.83,2903.77
2024/1/30,Houston,LeBron,7,141.19,988.33
2024/1/30,Houston,KD,17,138.09,2347.53
2024/1/30,Houston,Kyrie,10,134.19,1341.9
2024/1/30,Miami,Luka,15,120.63,1809.45
2024/1/30,Miami,Jordan,17,155.07,2636.19
2024/1/30,Miami,LeBron,19,144.94,2753.86
2024/1/30,Miami,KD,19,123.25,2341.75
2024/1/30,Miami,Kyrie,13,117.44,1526.72
2024/1/31,New York,Luka,14,118.45,1658.3
2024/1/31,New York,Jordan,10,140.57,1405.7
2024/1/31,New York,LeBron,17,135.16,2297.72
2024/1/31,New York,KD,14,136.83,1915.62
2024/1/31,New York,Kyrie,12,127.44,1529.28
2024/1/31,Los Angeles,Luka,18,121.32,2183.76
2024/1/31,Los Angeles,Jordan,12,144.7,1736.4
2024/1/31,Los Angeles,LeBron,4,147.46,589.84
2024/1/31,Los Angeles,KD,13,132.48,1722.24
2024/1/31,Los Angeles,Kyrie,6,116.33,697.98
2024/1/31,Chicago,Luka,20,128.99,2579.8
2024/1/31,Chicago,Jordan,6,142.23,853.38
2024/1/31,Chicago,LeBron,16,145.07,2321.12
2024/1/31,Chicago,KD,15,126.53,1897.95
2024/1/31,Chicago,Kyrie,18,116.98,2105.64
2024/1/31,Houston,Luka,0,128.38,0
2024/1/31,Houston,Jordan,5,144.45,722.25
2024/1/31,Houston,LeBron,8,141.99,1135.92
2024/1/31,Houston,KD,5,133.24,666.2
2024/1/31,Houston,Kyrie,11,127.66,1404.26
2024/1/31,Miami,Luka,1,122.75,122.75
2024/1/31,Miami,Jordan,19,143.62,2728.78
2024/1/31,Miami,LeBron,1,150,150
2024/1/31,Miami,KD,20,136.34,2726.8
2024/1/31,Miami,Kyrie,7,133.57,934.99
2024/2/1,New York,Luka,20,113.91,2278.2
2024/2/1,New York,Jordan,17,149.79,2546.43
2024/2/1,New York,LeBron,18,137.52,2475.36
2024/2/1,New York,KD,17,131.23,2230.91
2024/2/1,New York,Kyrie,4,115.45,461.8
2024/2/1,Los Angeles,Luka,17,119.72,2035.24
2024/2/1,Los Angeles,Jordan,12,145.15,1741.8
2024/2/1,Los Angeles,LeBron,13,134.87,1753.31
2024/2/1,Los Angeles,KD,5,137.94,689.7
2024/2/1,Los Angeles,Kyrie,0,133.33,0
2024/2/1,Chicago,Luka,15,114.83,1722.45
2024/2/1,Chicago,Jordan,18,148.17,2667.06
2024/2/1,Chicago,LeBron,14,133.41,1867.74
2024/2/1,Chicago,KD,13,128.75,1673.75
2024/2/1,Chicago,Kyrie,11,116.47,1281.17
2024/2/1,Houston,Luka,13,120.16,1562.08
2024/2/1,Houston,Jordan,10,143.42,1434.2
2024/2/1,Houston,LeBron,11,132.32,1455.52
2024/2/1,Houston,KD,20,126.12,2522.4
2024/2/1,Houston,Kyrie,2,125.7,251.4
2024/2/1,Miami,Luka,6,118.63,711.78
2024/2/1,Miami,Jordan,8,144.03,1152.24
2024/2/1,Miami,LeBron,4,140.22,560.88
2024/2/1,Miami,KD,15,138.3,2074.5
2024/2/1,Miami,Kyrie,4,132.64,530.56
2024/2/2,New York,Luka,14,120.21,1682.94
2024/2/2,New York,Jordan,18,147.99,2663.82
2024/2/2,New York,LeBron,7,130.99,916.93
2024/2/2,New York,KD,6,128.08,768.48
2024/2/2,New York,Kyrie,1,126.42,126.42
2024/2/2,Los Angeles,Luka,6,122.05,732.3
2024/2/2,Los Angeles,Jordan,2,150.46,300.92
2024/2/2,Los Angeles,LeBron,10,136.7,1367
2024/2/2,Los Angeles,KD,17,132.44,2251.48
2024/2/2,Los Angeles,Kyrie,8,131.64,1053.12
2024/2/2,Chicago,Luka,10,128.74,1287.4
2024/2/2,Chicago,Jordan,18,151.04,2718.72
2024/2/2,Chicago,LeBron,3,146.82,440.46
2024/2/2,Chicago,KD,12,132.96,1595.52
2024/2/2,Chicago,Kyrie,6,117.55,705.3
2024/2/2,Houston,Luka,17,128.55,2185.35
2024/2/2,Houston,Jordan,9,155.64,1400.76
2024/2/2,Houston,LeBron,7,133.66,935.62
2024/2/2,Houston,KD,3,132.9,398.7
2024/2/2,Houston,Kyrie,0,128.22,0
2024/2/2,Miami,Luka,16,122.14,1954.24
2024/2/2,Miami,Jordan,17,148.67,2527.39
2024/2/2,Miami,LeBron,16,142.7,2283.2
2024/2/2,Miami,KD,18,133.33,2399.94
2024/2/2,Miami,Kyrie,13,125.03,1625.39
2024/2/3,New York,Luka,11,115.08,1265.88
2024/2/3,New York,Jordan,13,148.68,1932.84
2024/2/3,New York,LeBron,19,131.01,2489.19
2024/2/3,New York,KD,12,130.97,1571.64
2024/2/3,New York,Kyrie,20,127.13,2542.6
2024/2/3,Los Angeles,Luka,17,122.07,2075.19
2024/2/3,Los Angeles,Jordan,11,149.82,1648.02
2024/2/3,Los Angeles,LeBron,11,142.57,1568.27
2024/2/3,Los Angeles,KD,5,120.51,602.55
2024/2/3,Los Angeles,Kyrie,10,129.93,1299.3
2024/2/3,Chicago,Luka,18,124.36,2238.48
2024/2/3,Chicago,Jordan,10,155.74,1557.4
2024/2/3,Chicago,LeBron,12,138.78,1665.36
2024/2/3,Chicago,KD,0,130,0
2024/2/3,Chicago,Kyrie,8,116.31,930.48
2024/2/3,Houston,Luka,3,113.32,339.96
2024/2/3,Houston,Jordan,1,153.68,153.68
2024/2/3,Houston,LeBron,3,140.32,420.96
2024/2/3,Houston,KD,2,139.51,279.02
2024/2/3,Houston,Kyrie,18,131.02,2358.36
2024/2/3,Miami,Luka,4,126.2,504.8
2024/2/3,Miami,Jordan,10,159.18,1591.8
2024/2/3,Miami,LeBron,7,130.07,910.49
2024/2/3,Miami,KD,17,138.22,2349.74
2024/2/3,Miami,Kyrie,8,128.61,1028.88
2024/2/4,New York,Luka,16,128.41,2054.56
2024/2/4,New York,Jordan,5,141.97,709.85
2024/2/4,New York,LeBron,13,139.12,1808.56
2024/2/4,New York,KD,12,123.5,1482
2024/2/4,New York,Kyrie,20,130.9,2618
2024/2/4,Los Angeles,Luka,19,122.13,2320.47
2024/2/4,Los Angeles,Jordan,19,141.59,2690.21
2024/2/4,Los Angeles,LeBron,11,130.83,1439.13
2024/2/4,Los Angeles,KD,0,138.38,0
2024/2/4,Los Angeles,Kyrie,18,126.14,2270.52
2024/2/4,Chicago,Luka,20,115.17,2303.4
2024/2/4,Chicago,Jordan,5,141.94,709.7
2024/2/4,Chicago,LeBron,13,143.14,1860.82
2024/2/4,Chicago,KD,0,130.62,0
2024/2/4,Chicago,Kyrie,8,120.76,966.08
2024/2/4,Houston,Luka,2,122.82,245.64
2024/2/4,Houston,Jordan,14,140.9,1972.6
2024/2/4,Houston,LeBron,5,130.76,653.8
2024/2/4,Houston,KD,0,121.68,0
2024/2/4,Houston,Kyrie,3,124.74,374.22
2024/2/4,Miami,Luka,7,115.54,808.78
2024/2/4,Miami,Jordan,13,142.47,1852.11
2024/2/4,Miami,LeBron,8,145.61,1164.88
2024/2/4,Miami,KD,8,131.2,1049.6
2024/2/4,Miami,Kyrie,12,131.21,1574.52
2024/2/5,New York,Luka,19,120.06,2281.14
2024/2/5,New York,Jordan,11,152.94,1682.34
2024/2/5,New York,LeBron,11,139.24,1531.64
2024/2/5,New York,KD,5,121.02,605.1
2024/2/5,New York,Kyrie,14,124.89,1748.46
2024/2/5,Los Angeles,Luka,15,115.45,1731.75
2024/2/5,Los Angeles,Jordan,0,142.01,0
2024/2/5,Los Angeles,LeBron,0,132.7,0
2024/2/5,Los Angeles,KD,0,132.04,0
2024/2/5,Los Angeles,Kyrie,2,134.26,268.52
2024/2/5,Chicago,Luka,2,122.73,245.46
2024/2/5,Chicago,Jordan,6,159.55,957.3
2024/2/5,Chicago,LeBron,11,140.61,1546.71
2024/2/5,Chicago,KD,4,135.35,541.4
2024/2/5,Chicago,Kyrie,2,116.67,233.34
2024/2/5,Houston,Luka,15,124.05,1860.75
2024/2/5,Houston,Jordan,1,156.29,156.29
2024/2/5,Houston,LeBron,20,141.37,2827.4
2024/2/5,Houston,KD,16,123.29,1972.64
2024/2/5,Houston,Kyrie,20,123.56,2471.2
2024/2/5,Miami,Luka,11,118.87,1307.57
2024/2/5,Miami,Jordan,15,158.57,2378.55
2024/2/5,Miami,LeBron,1,135.34,135.34
2024/2/5,Miami,KD,12,132.88,1594.56
2024/2/5,Miami,Kyrie,1,129.95,129.95
2024/2/6,New York,Luka,16,123.08,1969.28
2024/2/6,New York,Jordan,16,155.59,2489.44
2024/2/6,New York,LeBron,6,147.2,883.2
2024/2/6,New York,KD,1,137.88,137.88
2024/2/6,New York,Kyrie,19,133.87,2543.53
2024/2/6,Los Angeles,Luka,9,121.96,1097.64
2024/2/6,Los Angeles,Jordan,18,141.74,2551.32
2024/2/6,Los Angeles,LeBron,19,137.28,2608.32
2024/2/6,Los Angeles,KD,18,137.4,2473.2
2024/2/6,Los Angeles,Kyrie,4,123.54,494.16
2024/2/6,Chicago,Luka,7,111.21,778.47
2024/2/6,Chicago,Jordan,9,141.77,1275.93
2024/2/6,Chicago,LeBron,5,135.75,678.75
2024/2/6,Chicago,KD,7,120.67,844.69
2024/2/6,Chicago,Kyrie,17,117.89,2004.13
2024/2/6,Houston,Luka,7,116.71,816.97
2024/2/6,Houston,Jordan,9,146.47,1318.23
2024/2/6,Houston,LeBron,17,148.11,2517.87
2024/2/6,Houston,KD,4,130.65,522.6
2024/2/6,Houston,Kyrie,7,120.98,846.86
2024/2/6,Miami,Luka,16,128.94,2063.04
2024/2/6,Miami,Jordan,1,157.27,157.27
2024/2/6,Miami,LeBron,17,135.51,2303.67
2024/2/6,Miami,KD,16,138.8,2220.8
2024/2/6,Miami,Kyrie,13,126.29,1641.77
2024/2/7,New York,Luka,15,117.11,1756.65
2024/2/7,New York,Jordan,18,145.89,2626.02
2024/2/7,New York,LeBron,9,130.15,1171.35
2024/2/7,New York,KD,9,126.14,1135.26
2024/2/7,New York,Kyrie,13,130.28,1693.64
2024/2/7,Los Angeles,Luka,3,115.47,346.41
2024/2/7,Los Angeles,Jordan,6,145.1,870.6
2024/2/7,Los Angeles,LeBron,6,135.67,814.02
2024/2/7,Los Angeles,KD,16,131.89,2110.24
2024/2/7,Los Angeles,Kyrie,20,122.71,2454.2
2024/2/7,Chicago,Luka,16,110.28,1764.48
2024/2/7,Chicago,Jordan,3,154.34,463.02
2024/2/7,Chicago,LeBron,1,139.18,139.18
2024/2/7,Chicago,KD,2,132.61,265.22
2024/2/7,Chicago,Kyrie,6,115.67,694.02
2024/2/7,Houston,Luka,3,110.75,332.25
2024/2/7,Houston,Jordan,10,155.89,1558.9
2024/2/7,Houston,LeBron,13,133.37,1733.81
2024/2/7,Houston,KD,11,123.73,1361.03
2024/2/7,Houston,Kyrie,12,128.23,1538.76
2024/2/7,Miami,Luka,10,129.32,1293.2
2024/2/7,Miami,Jordan,1,150.94,150.94
2024/2/7,Miami,LeBron,16,142.57,2281.12
2024/2/7,Miami,KD,1,126.04,126.04
2024/2/7,Miami,Kyrie,6,128.84,773.04
2024/2/8,New York,Luka,12,110.44,1325.28
2024/2/8,New York,Jordan,4,141.23,564.92
2024/2/8,New York,LeBron,7,134.54,941.78
2024/2/8,New York,KD,8,135.63,1085.04
2024/2/8,New York,Kyrie,11,131.94,1451.34
2024/2/8,Los Angeles,Luka,10,121.95,1219.5
2024/2/8,Los Angeles,Jordan,13,157.15,2042.95
2024/2/8,Los Angeles,LeBron,12,132.28,1587.36
2024/2/8,Los Angeles,KD,16,124.37,1989.92
2024/2/8,Los Angeles,Kyrie,17,117.31,1994.27
2024/2/8,Chicago,Luka,3,128.57,385.71
2024/2/8,Chicago,Jordan,14,158.83,2223.62
2024/2/8,Chicago,LeBron,11,149.27,1641.97
2024/2/8,Chicago,KD,8,135.78,1086.24
2024/2/8,Chicago,Kyrie,4,123.36,493.44
2024/2/8,Houston,Luka,14,127.73,1788.22
2024/2/8,Houston,Jordan,8,147.77,1182.16
2024/2/8,Houston,LeBron,6,144.75,868.5
2024/2/8,Houston,KD,12,127.9,1534.8
2024/2/8,Houston,Kyrie,6,126.57,759.42
2024/2/8,Miami,Luka,5,112.4,562
2024/2/8,Miami,Jordan,8,144.4,1155.2
2024/2/8,Miami,LeBron,2,147.27,294.54
2024/2/8,Miami,KD,16,135.01,2160.16
2024/2/8,Miami,Kyrie,3,118.63,355.89
2024/2/9,New York,Luka,10,117.04,1170.4
2024/2/9,New York,Jordan,20,147.33,2946.6
2024/2/9,New York,LeBron,7,138.43,969.01
2024/2/9,New York,KD,12,129.39,1552.68
2024/2/9,New York,Kyrie,7,130.41,912.87
2024/2/9,Los Angeles,Luka,12,123.01,1476.12
2024/2/9,Los Angeles,Jordan,9,156.33,1406.97
2024/2/9,Los Angeles,LeBron,11,148.97,1638.67
2024/2/9,Los Angeles,KD,2,137.79,275.58
2024/2/9,Los Angeles,Kyrie,0,127.56,0
2024/2/9,Chicago,Luka,7,115.39,807.73
2024/2/9,Chicago,Jordan,18,142.53,2565.54
2024/2/9,Chicago,LeBron,5,148.71,743.55
2024/2/9,Chicago,KD,6,136.38,818.28
2024/2/9,Chicago,Kyrie,7,131.37,919.59
2024/2/9,Houston,Luka,20,122.1,2442
2024/2/9,Houston,Jordan,18,149.46,2690.28
2024/2/9,Houston,LeBron,11,141.27,1553.97
2024/2/9,Houston,KD,0,136.08,0
2024/2/9,Houston,Kyrie,0,124.01,0
2024/2/9,Miami,Luka,10,113.85,1138.5
2024/2/9,Miami,Jordan,9,159.74,1437.66
2024/2/9,Miami,LeBron,0,131.65,0
2024/2/9,Miami,KD,5,139.11,695.55
2024/2/9,Miami,Kyrie,20,134.65,2693
2024/2/10,New York,Luka,4,120.61,482.44
2024/2/10,New York,Jordan,14,148.16,2074.24
2024/2/10,New York,LeBron,7,131.47,920.29
2024/2/10,New York,KD,17,122.39,2080.63
2024/2/10,New York,Kyrie,14,128.28,1795.92
2024/2/10,Los Angeles,Luka,9,126.05,1134.45
2024/2/10,Los Angeles,Jordan,17,158.68,2697.56
2024/2/10,Los Angeles,LeBron,18,134.11,2413.98
2024/2/10,Los Angeles,KD,10,137.26,1372.6
2024/2/10,Los Angeles,Kyrie,9,134.52,1210.68
2024/2/10,Chicago,Luka,2,111.79,223.58
2024/2/10,Chicago,Jordan,8,154.2,1233.6
2024/2/10,Chicago,LeBron,15,132.53,1987.95
2024/2/10,Chicago,KD,17,126.15,2144.55
2024/2/10,Chicago,Kyrie,0,134,0
2024/2/10,Houston,Luka,14,120.88,1692.32
2024/2/10,Houston,Jordan,14,149.33,2090.62
2024/2/10,Houston,LeBron,0,138.34,0
2024/2/10,Houston,KD,20,136.21,2724.2
2024/2/10,Houston,Kyrie,9,123.54,1111.86
2024/2/10,Miami,Luka,4,110.32,441.28
2024/2/10,Miami,Jordan,2,157.28,314.56
2024/2/10,Miami,LeBron,12,140.42,1685.04
2024/2/10,Miami,KD,14,133.13,1863.82
2024/2/10,Miami,Kyrie,7,123.22,862.54
2024/2/11,New York,Luka,5,124.57,622.85
2024/2/11,New York,Jordan,13,156.38,2032.94
2024/2/11,New York,LeBron,18,130.95,2357.1
2024/2/11,New York,KD,4,136.6,546.4
2024/2/11,New York,Kyrie,10,119.55,1195.5
2024/2/11,Los Angeles,Luka,5,110.59,552.95
2024/2/11,Los Angeles,Jordan,3,158.42,475.26
2024/2/11,Los Angeles,LeBron,19,130.55,2480.45
2024/2/11,Los Angeles,KD,12,128.57,1542.84
2024/2/11,Los Angeles,Kyrie,2,130.28,260.56
2024/2/11,Chicago,Luka,4,129.89,519.56
2024/2/11,Chicago,Jordan,12,155.18,1862.16
2024/2/11,Chicago,LeBron,5,149.38,746.9
2024/2/11,Chicago,KD,9,126.26,1136.34
2024/2/11,Chicago,Kyrie,2,126.81,253.62
2024/2/11,Houston,Luka,11,112.36,1235.96
2024/2/11,Houston,Jordan,8,159.15,1273.2
2024/2/11,Houston,LeBron,15,144.55,2168.25
2024/2/11,Houston,KD,19,124.52,2365.88
2024/2/11,Houston,Kyrie,0,117.07,0
2024/2/11,Miami,Luka,10,115.02,1150.2
2024/2/11,Miami,Jordan,3,155.13,465.39
2024/2/11,Miami,LeBron,5,133.03,665.15
